Age,Attrition,DailyRate,DistanceFromHome,EmployeeNumber,HourlyRate,JobLevel,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Education_College,Education_Bachelor,Education_Master,Education_Doctor,EnvironmentSatisfaction_Medium,EnvironmentSatisfaction_High,EnvironmentSatisfaction_Very High,JobInvolvement_Medium,JobInvolvement_High,JobInvolvement_Very High,JobSatisfaction_Medium,JobSatisfaction_High,JobSatisfaction_Very High,PerformanceRating_Good,PerformanceRating_Excellent,PerformanceRating_Outstanding,RelationshipSatisfaction_Medium,RelationshipSatisfaction_High,RelationshipSatisfaction_Very High,WorkLifeBalance_Good,WorkLifeBalance_Better,WorkLifeBalance_Best
23,0,977,10,1592,45,1,2073,12826,2,0,16,1,4,2,2,2,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
36,0,1302,6,1594,80,2,5562,19711,3,1,13,1,9,3,3,2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
42,0,1059,9,1595,93,5,19613,26362,8,0,22,0,24,2,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
35,0,750,28,1596,46,2,3407,25348,1,0,17,2,10,3,10,9,6,8,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
34,0,653,10,1597,92,2,5063,15332,1,0,14,1,8,3,8,2,7,7,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
40,0,118,14,1598,84,2,4639,11262,1,0,15,1,5,2,5,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
43,0,990,27,1599,87,1,4876,5855,5,0,12,1,8,0,6,4,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
35,0,1349,7,1601,63,1,2690,7713,1,0,18,1,1,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
46,0,563,1,1602,56,4,17567,3156,1,0,15,0,27,5,26,0,0,12,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
28,1,329,24,1604,51,1,2408,7324,1,1,17,3,1,3,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
22,0,457,26,1605,85,1,2814,10293,1,1,14,0,4,2,4,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
50,0,1234,20,1606,41,4,11245,20689,2,1,15,1,32,3,30,8,12,13,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
32,0,634,5,1607,35,1,3312,18783,3,0,17,2,6,3,3,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
44,0,1313,7,1608,31,5,19049,3549,0,1,14,1,23,4,22,7,1,10,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
30,0,241,7,1609,48,1,2141,5348,1,0,12,1,6,3,6,4,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
45,0,1015,5,1611,50,2,5769,23447,1,1,14,0,10,3,10,7,1,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,336,26,1612,52,2,4385,24162,1,0,15,1,10,2,10,7,4,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31,0,715,2,1613,54,2,5332,21602,7,0,13,0,10,3,5,2,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
36,0,559,12,1614,76,2,4663,12421,9,1,12,2,7,2,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
34,0,426,10,1615,42,2,4724,17000,1,0,13,1,9,3,9,7,7,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
49,0,722,25,1617,84,1,3211,22102,1,0,14,1,10,3,9,6,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
39,0,1387,10,1618,76,2,5377,3835,2,0,13,3,10,3,7,7,7,7,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
27,0,1302,19,1619,67,1,4066,16290,1,0,11,2,7,3,7,7,0,7,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35,0,819,18,1621,48,2,5208,26312,1,0,11,0,16,2,16,15,1,10,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
28,0,580,27,1622,39,2,4877,20460,0,0,21,1,6,5,5,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
21,0,546,5,1623,97,1,3117,26009,1,0,18,0,3,2,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
18,1,544,3,1624,70,1,1569,18420,1,1,12,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
47,0,1176,26,1625,98,5,19658,5220,3,0,11,1,27,2,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
39,0,170,3,1627,76,2,3069,10302,0,0,15,1,11,3,10,8,0,7,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
40,0,884,15,1628,80,3,10435,25800,1,0,13,2,18,2,18,15,14,12,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
35,0,208,8,1630,52,2,4148,12250,1,0,12,1,15,5,14,11,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
37,0,671,19,1631,85,2,5768,26493,3,0,17,3,9,2,4,3,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
39,0,711,4,1633,81,2,5042,3140,0,0,13,0,10,2,9,2,3,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
45,0,1329,2,1635,59,2,5770,5388,1,0,19,2,10,3,10,7,3,9,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
38,0,397,2,1638,54,3,7756,14199,3,1,19,1,10,6,5,4,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
35,1,737,10,1639,55,3,10306,21530,9,0,17,0,15,3,13,12,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
37,0,1470,10,1640,71,1,3936,9953,1,0,11,1,8,2,8,4,7,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
40,0,448,16,1641,84,3,7945,19948,6,1,15,0,18,2,4,2,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
44,0,602,1,1642,37,2,5743,10503,4,1,11,0,14,3,10,7,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
48,0,365,4,1644,89,4,15202,5602,2,0,25,1,23,3,2,2,2,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
35,1,763,15,1645,59,2,5440,22098,6,1,14,2,7,2,2,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
24,0,567,2,1646,32,1,3760,17218,1,1,13,0,6,2,6,3,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
27,0,486,8,1647,86,1,3517,22490,7,0,17,0,5,0,3,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
27,0,591,2,1648,87,1,2580,6297,2,0,13,0,6,0,4,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
40,1,1329,7,1649,73,1,2166,3339,3,1,14,0,10,3,4,2,0,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
29,0,469,10,1650,42,2,5869,23413,9,0,11,0,8,2,5,2,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
36,0,711,5,1651,42,3,8008,22792,4,0,12,2,9,6,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
25,0,772,2,1653,77,2,5206,4973,1,0,17,2,7,6,7,7,0,7,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
39,0,492,12,1654,66,2,5295,7693,4,0,21,0,7,3,5,4,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
49,0,301,22,1655,72,4,16413,3498,3,0,16,2,27,2,4,2,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
50,0,813,17,1656,50,3,13269,21981,5,0,15,3,19,3,14,11,1,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20,0,1141,2,1657,31,1,2783,13251,1,0,19,0,2,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
34,0,1130,3,1658,66,2,5433,19332,1,0,12,1,11,2,11,8,7,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
36,0,311,7,1659,77,1,2013,10950,2,0,11,0,15,4,4,3,1,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
49,0,465,6,1661,41,4,13966,11652,2,1,19,1,30,3,15,11,2,12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
36,0,894,1,1662,33,2,4374,15411,0,0,15,0,4,6,3,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
36,0,1040,3,1664,79,2,6842,26308,6,0,20,1,13,3,5,4,0,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
54,0,584,22,1665,91,4,17426,18685,3,0,25,1,36,6,10,8,4,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
43,0,1291,15,1666,65,4,17603,3525,1,0,24,1,14,3,14,10,6,11,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
35,1,880,12,1667,36,2,4581,10414,3,1,24,0,13,2,11,9,6,7,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
38,0,1189,1,1668,90,2,4735,9867,7,0,15,2,19,4,13,11,2,9,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
29,0,991,5,1669,43,2,4187,3356,1,1,13,1,10,3,10,0,0,9,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
33,0,392,2,1670,93,2,5505,3921,1,0,14,2,6,5,6,2,0,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
32,0,977,2,1671,45,2,5470,25518,0,0,13,2,10,4,9,5,1,6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
31,0,1112,5,1673,67,2,5476,22589,1,0,11,2,10,2,10,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
49,0,464,16,1674,74,1,2587,24941,4,1,16,1,17,2,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
38,0,148,2,1675,42,1,2440,23826,1,0,22,0,4,3,4,3,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
47,0,1225,2,1676,47,4,15972,21086,6,0,14,3,29,2,3,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
49,0,809,1,1677,36,4,15379,22384,4,0,14,0,23,2,8,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
41,0,1206,23,1678,80,3,7082,11591,3,1,16,0,21,2,2,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
20,0,727,9,1680,54,1,2728,21082,1,0,11,0,2,3,2,2,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
33,0,530,16,1681,36,2,5368,16130,1,1,25,1,7,2,6,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
36,0,1351,26,1682,80,2,5347,7419,6,0,14,2,10,2,3,2,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
44,0,528,1,1683,44,1,3195,4167,4,1,18,3,8,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
23,1,1320,8,1684,93,1,3989,20586,1,1,11,0,5,2,5,4,1,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
38,0,1495,4,1687,87,1,3306,26176,7,0,19,1,7,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
53,0,1395,24,1689,48,3,7005,3458,3,0,15,0,11,2,4,3,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
48,1,708,7,1691,95,1,2655,11740,2,1,11,2,19,3,9,7,7,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
32,1,1259,2,1692,95,1,1393,24852,1,0,12,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
26,0,786,7,1693,76,1,2570,11925,1,0,20,0,7,5,7,7,5,7,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
55,0,1441,22,1694,94,1,3537,23737,5,0,12,1,8,1,4,2,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
34,0,1157,5,1696,57,2,3986,11912,1,0,14,1,15,3,15,10,4,13,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
60,0,370,1,1697,92,3,10883,20467,3,0,20,1,19,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
33,0,267,21,1698,79,1,2028,13637,1,0,18,3,14,6,14,11,2,13,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
37,0,1278,1,1700,31,2,9525,7677,1,0,14,2,6,2,6,3,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
34,0,678,19,1701,35,1,2929,20338,1,0,12,0,10,3,10,9,8,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
23,1,427,7,1702,99,1,2275,25103,1,1,21,1,3,2,3,2,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
44,0,921,2,1703,96,3,7879,14810,1,1,19,1,9,2,8,7,6,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
35,0,146,2,1704,79,1,4930,13970,0,1,14,0,6,2,5,4,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
43,0,1179,2,1706,73,2,7847,6069,1,1,17,1,10,3,10,9,8,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
24,0,581,9,1707,62,1,4401,17616,1,0,16,1,5,1,5,3,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
41,0,918,6,1708,35,3,9241,15869,1,0,12,0,10,3,10,8,8,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
29,0,1082,9,1709,43,1,2974,25412,9,0,17,1,9,2,5,3,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
36,0,530,2,1710,51,2,4502,7439,3,0,15,0,17,2,13,7,6,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
45,0,1238,1,1712,74,3,10748,3395,3,0,23,1,25,3,23,15,14,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
24,1,240,22,1714,58,1,1555,11585,1,0,11,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
47,1,1093,9,1716,82,4,12936,24164,7,0,11,0,25,3,23,5,14,10,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
26,0,390,17,1718,62,1,2305,6217,1,0,15,3,3,3,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
45,0,1005,28,1719,48,4,16704,17119,1,0,11,0,21,2,21,6,8,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
32,0,585,10,1720,56,1,3433,17360,6,0,13,1,10,3,5,2,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,0,741,2,1721,69,1,3477,18103,1,0,14,1,6,2,5,2,0,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
41,0,552,4,1722,60,2,6430,20794,6,0,19,1,10,4,3,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
40,0,369,8,1724,92,2,6516,5041,2,1,16,1,18,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,0,506,29,1725,91,1,3907,3622,1,0,13,3,6,2,6,2,1,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
46,0,717,13,1727,34,2,5562,9697,6,0,14,0,19,3,10,7,0,9,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
35,0,1370,27,1728,49,2,6883,5151,2,0,16,1,17,3,7,7,0,7,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
